Project_id,Project name,Project link,VT link,VT detection result,Propogation link,Propogation method
0,minorProjects,https://github.com/LindseyB/minorProjects,https://www.virustotal.com/gui/file/b30dd46cbceaf92cd25fc5b9abe6de3ac3d9ec253671568a4c8edc44eddd7589/detection/,[0/58],
1,cdnjs,https://github.com/cdnjs/cdnjs,N/A,Download Error,
2,erlaws,https://github.com/x6j8x/erlaws,https://www.virustotal.com/gui/file/4299d7f2a6ca61d9dadf639040849931e63d8f98b430acd79a57c3e4cd655bd2/detection/,[0/59],
3,crystal-mysql,https://github.com/crystal-lang/crystal-mysql,https://www.virustotal.com/gui/file/7dda6cf3c1ab106b3e31e15e02f25a02691b0d9177db2644dc20b4617e8755f3/detection/,[0/59],
4,httparty,https://github.com/jnunemaker/httparty,https://www.virustotal.com/gui/file/b777956f724320281f4ed05de8b7a22246595f9fc640bebca8ae80d130cc044b/detection/,[0/59],
5,este,https://github.com/este/este,https://www.virustotal.com/gui/file/09fb5e5678601432e53207e254aa1beccc9c55874e10b75c7110842e5511e334/detection/,[0/59],
6,anbt-sql-formatter,https://github.com/sonota88/anbt-sql-formatter,N/A,[0/0],
7,DFBreak,https://github.com/173210/DFBreak,N/A,[0/0],
8,AGEmojiKeyboard,https://github.com/ayushgoel/AGEmojiKeyboard,https://www.virustotal.com/gui/file/b4e950b6fd6de0d65959a645f8840512cabba8d22228f00fd3feeffd8b3a4ed9/detection/,[0/59],
9,homebridge,https://github.com/nfarina/homebridge,https://www.virustotal.com/gui/file/5ff3d8ce862a00fd374ebbe4e6c850e86b5f40f78b4576b1027727978fce71ff/detection/,[0/58],
10,flask-sqlalchemy,https://github.com/pallets/flask-sqlalchemy,https://www.virustotal.com/gui/file/af6a9b87f7400984fc05623833e1d66dab587533d417869b2b394c99a40a252d/detection/,[0/58],
11,vg,https://github.com/GetStream/vg,https://www.virustotal.com/gui/file/4ac7d8ef1cc65ee41feed58c1f15157c4c2d83b3ca8b400dec44e38567af4075/detection/,[0/58],
