Project_id,Project name,Project link,VT link,VT detection result,Scan Result,Propogation link,Propogation method
0,jishaku,https://github.com/Minion3665/jishaku,https://www.virustotal.com/gui/file/629693cebbc0831d749da91f510fdfbc6251d8454669b93f0caab6fc817bd7f8/detection/,0/58,Pass,
1,cccPoetry2019,https://github.com/Minion3665/cccPoetry2019,https://www.virustotal.com/gui/file/642b799014dff24bcf91d1a95bde5129b014eb61ed0e5501cf0adecbeecfb901/detection/,0/59,Pass,
2,CoPD,https://github.com/Minion3665/CoPD,https://www.virustotal.com/gui/file/33fd8f863bccbf135ee18e2106633ff63f3f6484ad13e5945c264eff464cdb87/detection/,0/59,Pass,
3,vincentdistoer2.github.io,https://github.com/Minion3665/vincentdistoer2.github.io,https://www.virustotal.com/gui/file/64ed819823d8e3182def1b48fb3172ad692f8401a5f5173014a827b99f674963/detection/,0/56,Pass,
4,forum,https://github.com/Minion3665/forum,https://www.virustotal.com/gui/file/4f0f159d16adc0bcae2c345ca12f7bfbefd8ea38b1f7ccfacbdc761cf5002737/detection/,0/58,Pass,
5,discord.py,https://github.com/Minion3665/discord.py,https://www.virustotal.com/gui/file/ddec4d0dace8ff267c328fdc393dca61e342f42fd750a2116d768f2a26e526bb/detection/,0/58,Pass,
6,yourapps,https://github.com/Minion3665/yourapps,https://www.virustotal.com/gui/file/68ec717162fe22ce50d1ae2a22426861ee3a0ebac8dcaea89b95b75b569572df/detection/,0/59,Pass,
7,ultimate-driving-999-community,https://github.com/Minion3665/ultimate-driving-999-community,https://www.virustotal.com/gui/file/ad99eef581d375ae10f8ec827724c156523e9ee2b9ad8cbaba4aff83b0f7c56b/detection/,0/59,Pass,
8,app-plists,https://github.com/Minion3665/app-plists,https://www.virustotal.com/gui/file/c670a5570e3eafe3bc7743b6bce976e0e11f504e2470ba7e813e1c46b2cb9b77/detection/,0/58,Pass,
9,3-Days-Of-Game-Development,https://github.com/Minion3665/3-Days-Of-Game-Development,https://www.virustotal.com/gui/file/7178769abda44862874fa3ea341011bcae968326d68f506f47cbd617fee1322e/detection/,0/59,Pass,
10,appstore2,https://github.com/Minion3665/appstore2,https://www.virustotal.com/gui/file/4df8981dcba5da4ae054f2203922f22d5d5010f1fd68fd5a1062aaff186cdaf3/detection/,0/58,Pass,
11,test,https://github.com/Minion3665/test,https://www.virustotal.com/gui/file/422c0b910a5902d3cfba610ebfa3b4c92ec6b0b7d1fb2236314a659c4494c18e/detection/,0/59,Pass,
12,soap.treeceandturner.cf,https://github.com/Minion3665/soap.treeceandturner.cf,https://www.virustotal.com/gui/file/7c63df1c883c01c9a35851f7201d757faba311423ecb3e4f3e31eb2fce14e00a/detection/,0/57,Pass,
13,NotATerminal,https://github.com/Minion3665/NotATerminal,https://www.virustotal.com/gui/file/062d51485663e62d9bf174da35d4a36199639dc1e8d11c41ccb6f907a7196e65/detection/,0/58,Pass,
14,DepShield.github.io,https://github.com/Minion3665/DepShield.github.io,https://www.virustotal.com/gui/file/7ab322384ff9af0b67ccf852ee739985e0c88644bd3d7761ff1d71cb54673782/detection/,0/59,Pass,
15,persuasion-project,https://github.com/Minion3665/persuasion-project,https://www.virustotal.com/gui/file/b57cd7b4c96425303c813e577340d0f7b78450c4287dbfa51b5a54a97a69f924/detection/,0/59,Pass,
16,thelounge.github.io,https://github.com/Minion3665/thelounge.github.io,https://www.virustotal.com/gui/file/e559b2d5ecf6191f20bf2bdcdaa80e2824d4a10326494919ae36fab2d8ad57ef/detection/,0/58,Pass,
17,treeceandturner.cf,https://github.com/Minion3665/treeceandturner.cf,https://www.virustotal.com/gui/file/bb09901d0e2c4b2443bbc2afae8155711619f5ebdda8582abfddd4a7d9b49359/detection/,0/58,Pass,
18,MiniBot-Explain,https://github.com/Minion3665/MiniBot-Explain,https://www.virustotal.com/gui/file/49eef70243721df6d4b0e34f354ee0672382a730e2f54f7f65ee34b23f5c71a1/detection/,0/57,Pass,
19,hsimp,https://github.com/Minion3665/hsimp,https://www.virustotal.com/gui/file/962871ef26f300d1e13fec799636b54d914c012eb015b857a5523b3079f49a6e/detection/,0/59,Pass,
20,tab_character_size,https://github.com/Minion3665/tab_character_size,https://www.virustotal.com/gui/file/4ad2958908afe90ed22ba9410a22ee0d1ddd84793cdde713fc44cb4924bca61a/detection/,0/58,Pass,
21,ng-multiselect-dropdown,https://github.com/ivenugopal/ng-multiselect-dropdown,https://www.virustotal.com/gui/file/a4cfb92fc92b08ee46b04ef6c17809d13e463a84f898ca04ed44420d12ba5ffc/detection/,0/58,Pass,
22,python-saml,https://github.com/ivenugopal/python-saml,https://www.virustotal.com/gui/file/46213d70bdfa6c382d86ff3d8951faea71dd47942fc8fb55a003796324222ff9/detection/,0/58,Pass,
23,APIs,https://github.com/ivenugopal/APIs,https://www.virustotal.com/gui/file/5b2bc11508d9ca7c5fbe44f1a4f785e7ab852b167a8c89eb77983c1d5165f1c7/detection/,0/59,Pass,
24,CodinGame-Solutions,https://github.com/ivenugopal/CodinGame-Solutions,https://www.virustotal.com/gui/file/fcd08d31e20b0283412bbdfa6933e12b6c98ea93b4080062f0b6c3d2df5062d2/detection/,0/59,Pass,
25,angular-7-registration-login-example,https://github.com/ivenugopal/angular-7-registration-login-example,https://www.virustotal.com/gui/file/14e17877fc2f7303f3b31f4f7d4311b12b29f93724c0593e0de4640e633393cc/detection/,0/59,Pass,
26,okta-pysaml2-example,https://github.com/ivenugopal/okta-pysaml2-example,https://www.virustotal.com/gui/file/54bc32ca4d836991d85d97a02f1ee6437478241cc9f6be5ea3e70174ff4fabdf/detection/,0/59,Pass,
27,Flask-team,https://github.com/ivenugopal/Flask-team,https://www.virustotal.com/gui/file/0acd207571c47a1f820319c5e8c21c16b6e166185de56f6a37746a5898608118/detection/,0/59,Pass,
28,flask-ldap3-login,https://github.com/ivenugopal/flask-ldap3-login,https://www.virustotal.com/gui/file/04ff48b1003bfb4569e9cbf90e690f39c21687c9a296ff784b41a38e2a02eb2b/detection/,0/59,Pass,
29,votingapp,https://github.com/ivenugopal/votingapp,https://www.virustotal.com/gui/file/e98d785a349f8b19654f7d0f2aa67d6acac37aa7013b3b237d520aea23df5927/detection/,0/59,Pass,
30,Analytics_App,https://github.com/ivenugopal/Analytics_App,https://www.virustotal.com/gui/file/92378c83870c26664d80e769900cb80c4e085eb0d7b20add1fb6e00a74bd96cd/detection/,0/58,Pass,
31,Shopping_cart,https://github.com/ivenugopal/Shopping_cart,https://www.virustotal.com/gui/file/3cce8ab9e374f42f33048ea18fb3f92952f274ab23a35e8b661ab1f726ae79a6/detection/,0/59,Pass,
32,Python_Programs,https://github.com/ivenugopal/Python_Programs,https://www.virustotal.com/gui/file/6656c7b20127d4349c0ce7b6547a7ba415c122c15d58c22d1ffe35c015534738/detection/,0/58,Pass,
33,resume,https://github.com/ivenugopal/resume,https://www.virustotal.com/gui/file/d999bbf062c9d829335edad3b7ebd74f6ff3d427106ee0789a795fbe57379679/detection/,0/58,Pass,
34,Python-for-Algorithms--Data-Structures--and-Interviews,https://github.com/ivenugopal/Python-for-Algorithms--Data-Structures--and-Interviews,https://www.virustotal.com/gui/file/663a65bcdb168365d9d08753b5a01f1bef26add69a44600e3273cad7cd949a95/detection/,0/58,Pass,
35,Complete-Python-Bootcamp,https://github.com/ivenugopal/Complete-Python-Bootcamp,https://www.virustotal.com/gui/file/5fe905eb90d44a02417f664c27505e87c1f7f36824d9b3424baa72f7e8782f2c/detection/,0/58,Pass,
36,Algorithms,https://github.com/ivenugopal/Algorithms,https://www.virustotal.com/gui/file/a28fd2301072150a276dda513f710834241a6cc8a80aa649d46cc4e9f614da64/detection/,0/59,Pass,
37,flask-ldap-login,https://github.com/ivenugopal/flask-ldap-login,https://www.virustotal.com/gui/file/5da9e89f6b118fdf7da37773b693bb04a22b152bf7a6b433324b6a17bcfec536/detection/,0/58,Pass,
38,faceRecognition,https://github.com/ivenugopal/faceRecognition,https://www.virustotal.com/gui/file/c9c25fe6bcdc62cd779ee95ad77a68e512a75b54eafd0898af3eb6e5e5a97a5c/detection/,0/59,Pass,
39,code_snippets,https://github.com/ivenugopal/code_snippets,https://www.virustotal.com/gui/file/99856bde260502351779c155202eb223ceea1c9a48f9dde4f1bab6ee2944978b/detection/,0/58,Pass,
40,rest-api-sections,https://github.com/ivenugopal/rest-api-sections,https://www.virustotal.com/gui/file/95ed857f8f9f41706494486821655808b1c1fee4d377691cc6645af8f4c1423f/detection/,0/57,Pass,
41,ng-quiz,https://github.com/ivenugopal/ng-quiz,https://www.virustotal.com/gui/file/bf4e25bf51f989b5c6a15898bab82e17c56bf8edcc3ece82afd9719a52fb2f67/detection/,0/57,Pass,
42,Django-JS-Frontend-Integration,https://github.com/ivenugopal/Django-JS-Frontend-Integration,https://www.virustotal.com/gui/file/2a95754637a27e52d28ec749af762f39e6328cb0bbd869af9cc1840ef0e35fcd/detection/,0/58,Pass,
43,django-highcharts-example,https://github.com/ivenugopal/django-highcharts-example,https://www.virustotal.com/gui/file/a5dcb5bed2db809b4eb0d6d3529169ab508f5abceed506784681b6d897f56f9f/detection/,0/58,Pass,
44,Dell-Angular-Jan-2018,https://github.com/ivenugopal/Dell-Angular-Jan-2018,https://www.virustotal.com/gui/file/24e573dd9da812bc063a9c8058eea24377bc2a0ba5db6cb7c65f0b0aa06e8300/detection/,0/58,Pass,
45,Magnitude-React-Jan-2018,https://github.com/ivenugopal/Magnitude-React-Jan-2018,https://www.virustotal.com/gui/file/806421f76d79730b0e795d5d6b25cb226e1a37e84e9bac93070420d2ea9d1304/detection/,0/59,Pass,
46,Python,https://github.com/ivenugopal/Python,https://www.virustotal.com/gui/file/e89b8b5ceb003a52b50833b5702e249f3deaff48261b8dad63265bb0b402ccba/detection/,0/58,Pass,
47,Cisco-AdvJs-Dec-2017,https://github.com/ivenugopal/Cisco-AdvJs-Dec-2017,https://www.virustotal.com/gui/file/107154ed6f175f7be174c704a381b2d211450b7bf99b2a5964d6fe443c195e76/detection/,0/58,Pass,
48,HackerRank-1,https://github.com/ivenugopal/HackerRank-1,https://www.virustotal.com/gui/file/61895f8ea73067e0949a21bc90aaab616c47033c63d515eabd7651607b8b9e08/detection/,0/57,Pass,
49,IntroToDataScience,https://github.com/ivenugopal/IntroToDataScience,https://www.virustotal.com/gui/file/dd30738b517845d9647426763d05808d2a2a1269534e6f34d3878e3bda8fcd31/detection/,0/59,Pass,
50,angucomplete-alt,https://github.com/ivenugopal/angucomplete-alt,https://www.virustotal.com/gui/file/67b2215a3413ca128efcf6d1c898a02043b773c0efb6455bee2477b05ec1e4c0/detection/,0/58,Pass,
51,Wudabon,https://github.com/conradkay/Wudabon,https://www.virustotal.com/gui/file/882fe4c154ef16be99e353492a852eb20f8cd22de2a76754dd218987512f7544/detection/,0/59,Pass,
52,Philibo,https://github.com/conradkay/Philibo,https://www.virustotal.com/gui/file/87efc5c39d199d03aafa60ba96765da702be388fd8f9f6ee18acf3bf200fcb7c/detection/,0/58,Pass,
53,Mantella,https://github.com/conradkay/Mantella,https://www.virustotal.com/gui/file/3fd498df8789645af4f4f4f68d1fe358b5a6f9ea784f305c36b9e6d82a10b696/detection/,0/59,Pass,
54,KanbanBrawn,https://github.com/conradkay/KanbanBrawn,https://www.virustotal.com/gui/file/cddf53b8a9c93b8f1ab4af5c900114fbab29f8138c9a4125ce708c909c4d78ad/detection/,0/58,Pass,
55,stonks,https://github.com/conradkay/stonks,https://www.virustotal.com/gui/file/ba7edea3d600f9321adc9ed14c85fd69c53e3417f945ebcfbdbc7008df1a068f/detection/,0/59,Pass,
56,myPoll,https://github.com/conradkay/myPoll,https://www.virustotal.com/gui/file/2d5ab4e4673844324a658827e95d18a60339f145c6691faa8a7547340065eaf9/detection/,0/59,Pass,
57,MERN-ts-starter,https://github.com/conradkay/MERN-ts-starter,https://www.virustotal.com/gui/file/cf4a9e973df35fdfecac24b8e31c7fc71e83deb49ce20c7afa5f2893164938bc/detection/,0/59,Pass,
58,Codeup,https://github.com/conradkay/Codeup,https://www.virustotal.com/gui/file/84b1c4ddd0acb143de5531d1f6d701f5bb87bf81b9c10047842c2ac5a4fe02a3/detection/,0/58,Pass,
59,joymap-csgo,https://github.com/conradkay/joymap-csgo,https://www.virustotal.com/gui/file/821aee26aefa14b6e49a55dc2237e9e732350b5545116b8e6eae6da13e068a77/detection/,0/58,Pass,
60,teacommerce,https://github.com/conradkay/teacommerce,https://www.virustotal.com/gui/file/a3b0b45c91bda28d0e54358c8360526eea0de886d137408cf1a8523fab141158/detection/,0/57,Pass,
61,vue-ts-best,https://github.com/conradkay/vue-ts-best,https://www.virustotal.com/gui/file/8668737d40d089f5e29d4871dfe728de3cda57e4657091412928fee14fdea5bb/detection/,0/59,Pass,
62,gnarly-ts-react-,https://github.com/conradkay/gnarly-ts-react-,https://www.virustotal.com/gui/file/12c95461027b1ec90e88538558ad228e99a6103d9f3cd83d438cf810a4a7484e/detection/,0/58,Pass,
63,devloper-quiz,https://github.com/conradkay/devloper-quiz,https://www.virustotal.com/gui/file/110ae0767980fb8b08e015e3da4e1c0c2a5fb4a10aab13fc80100ae01da19342/detection/,0/59,Pass,
64,mern-vote,https://github.com/conradkay/mern-vote,https://www.virustotal.com/gui/file/3d6d1298616853fe2f12984f38ee84de56e818b1cd94232a328d49deeaee0c5d/detection/,0/59,Pass,
65,hackermen,https://github.com/conradkay/hackermen,https://www.virustotal.com/gui/file/f775bcdd8d2963ca126ff1f2ac0fe6d3ef6e640ba0032e052af438f926a94d5c/detection/,0/59,Pass,
66,another-todo-reactexpress,https://github.com/conradkay/another-todo-reactexpress,https://www.virustotal.com/gui/file/7cf3d113d9c3ac71944bb11032fb6f2fdf1bc89b1939e0d5f6a3d829cda73e8a/detection/,0/58,Pass,
67,API,https://github.com/deak-s/API,https://www.virustotal.com/gui/file/d75cc2f863dc734d93e2a842a926edbf14fb49d1d57c9072b001b1fb02e9c65a/detection/,0/59,Pass,
68,webhooktestrepo,https://github.com/deak-s/webhooktestrepo,https://www.virustotal.com/gui/file/2f44e5b042829209c4d64d7389120e6ac6946395308ac69c3ddffbe8accdbfac/detection/,0/58,Pass,
69,TernaryHuffmanEncoder_c,https://github.com/deak-s/TernaryHuffmanEncoder_c,https://www.virustotal.com/gui/file/84f4be08a514bfc39bbe55d80eaa12a0fbe3478e46d2c0bc007bb37d3fedba19/detection/,0/58,Pass,
70,HuffmanEncoder_c,https://github.com/deak-s/HuffmanEncoder_c,https://www.virustotal.com/gui/file/d0a0fffacb65a52d3c4e1fec313671dedf48e41a25ba82720df1d47e7bc80399/detection/,0/58,Pass,
71,DNAencoderC,https://github.com/deak-s/DNAencoderC,https://www.virustotal.com/gui/file/ce7d2957c77b356ad0d3590c82abcb69f23125a9ba49b67437b3c53cde66c472/detection/,0/58,Pass,
72,b-plus-tree,https://github.com/deak-s/b-plus-tree,https://www.virustotal.com/gui/file/b805abdc09541790bcbc73ec51adbaa9b728d883eda7b13025f9f52dc17d15d3/detection/,0/59,Pass,
73,deak-s.github.io,https://github.com/deak-s/deak-s.github.io,https://www.virustotal.com/gui/file/91368c576aae0923f65f28f05764d629298e18fca7858028031e40dd9195becb/detection/,0/58,Pass,
74,piston_window,https://github.com/YoshiTheChinchilla/piston_window,https://www.virustotal.com/gui/file/5a3d629c41f65b5ca00b5632432eaa1ea9169f28e98c7ec03ef20cf2c9d7352e/detection/,0/59,Pass,
75,starship,https://github.com/YoshiTheChinchilla/starship,https://www.virustotal.com/gui/file/572542db39359a980fa1bbf4e7200b35e8ba00f4f4424435e7d4ed83298a36ae/detection/,0/58,Pass,
76,awesome-rust,https://github.com/YoshiTheChinchilla/awesome-rust,https://www.virustotal.com/gui/file/04348447db12246beab852728a55f6abfc0941cb1ce52bc4521e157a5c653951/detection/,0/58,Pass,
77,github-do-not-ban-us,https://github.com/YoshiTheChinchilla/github-do-not-ban-us,https://www.virustotal.com/gui/file/a7ad390c5d210ed37a38a688cff69e34f9f0ca840baba83fc3445ba504976138/detection/,2/59,Pass,
78,axios-module,https://github.com/YoshiTheChinchilla/axios-module,https://www.virustotal.com/gui/file/bcfc8f4ea8a98958e6d0809a947a4dd6a2f09d9cc3189025baa6473824d5d168/detection/,0/58,Pass,
79,nuxt-property-decorator,https://github.com/YoshiTheChinchilla/nuxt-property-decorator,https://www.virustotal.com/gui/file/b98af36c49e5c59cca0e497aaef639c0cffefbed73ca1e95c3e5d4fa382767cc/detection/,0/59,Pass,
